Health Facility,Week,Year,Cases,Station,Precipitation,MIN,MAX,Deaths
machaya clinic,19,2023,93,machaya clinic,0.31,14.82428571,29.19571429,0
machaya clinic,20,2023,95,machaya clinic,1.23,16.38571429,30.93142857,0
machaya clinic,21,2023,40,machaya clinic,0,16.06285714,29.94571429,0
machaya clinic,22,2023,16,machaya clinic,0.03,14.51,29.69,0
machaya clinic,23,2023,32,machaya clinic,0,16.25142857,30.57857143,0
machaya clinic,24,2023,38,machaya clinic,0,14.45857143,29.94714286,0
machaya clinic,25,2023,17,machaya clinic,0.04,12.93428571,27.56142857,0
machaya clinic,26,2023,8,machaya clinic,0,11.82857143,26.72571429,0
machaya clinic,27,2023,17,machaya clinic,0.12,12.81428571,25.26428571,0
machaya clinic,28,2023,9,machaya clinic,0.02,10.43428571,24.65714286,0
machaya clinic,29,2023,8,machaya clinic,0,11.89,26.52857143,0
machaya clinic,30,2023,10,machaya clinic,0.01,13.22714286,28.70714286,0
machaya clinic,31,2023,13,machaya clinic,0.01,12.96571429,26.15142857,0
machaya clinic,32,2023,14,machaya clinic,0.21,13.02,26.87428571,0
machaya clinic,33,2023,5,machaya clinic,0,14.67,30.79285714,0
machaya clinic,34,2023,11,machaya clinic,0,16.60428571,33.53571429,0
machaya clinic,35,2023,5,machaya clinic,0,14.26714286,29.43285714,0
machaya clinic,36,2023,6,machaya clinic,0,16.52571429,32.53285714,0
machaya clinic,37,2023,8,machaya clinic,0,17.54,33.66857143,0
machaya clinic,38,2023,16,machaya clinic,0,18.92,34.30142857,0
machaya clinic,39,2023,10,machaya clinic,0.15,21.50571429,35.72714286,0
machaya clinic,40,2023,9,machaya clinic,0,19.09428571,34.75428571,0
machaya clinic,41,2023,7,machaya clinic,0.13,21.65142857,36.88714286,0
machaya clinic,42,2023,3,machaya clinic,14.68,20.36,31.41142857,0
machaya clinic,43,2023,2,machaya clinic,0.03,22.49,37.34,0
machaya clinic,44,2023,2,machaya clinic,0.51,18.73857143,33.26428571,0
machaya clinic,45,2023,0,machaya clinic,7.55,21.18714286,36.14142857,0
machaya clinic,46,2023,0,machaya clinic,0.21,19.76714286,36.01,0
machaya clinic,47,2023,1,machaya clinic,12.86,23.72714286,36.98285714,0
machaya clinic,48,2023,1,machaya clinic,4.13,21.18714286,35.40714286,0
machaya clinic,49,2023,0,machaya clinic,0.37,21.39142857,38.61285714,0
machaya clinic,50,2023,0,machaya clinic,23.86,23.61857143,32.50428571,0
machaya clinic,51,2023,0,machaya clinic,31.7,21.73142857,32.86857143,0
machaya clinic,52,2023,1,machaya clinic,50.73,21.57428571,30.28571429,0
ALWAYS FTC,1,2024,0,ALWAYS FTC,21.59,20.62714286,31.62285714,0
ALWAYS FTC,2,2024,2,ALWAYS FTC,74.98,21.41142857,28.13285714,0
ALWAYS FTC,3,2024,1,ALWAYS FTC,54.87,20.17,26.61285714,0
ALWAYS FTC,4,2024,2,ALWAYS FTC,5.64,17.76714286,31.07,0
ALWAYS FTC,5,2024,2,ALWAYS FTC,4.35,19.27714286,32.82142857,0
ALWAYS FTC,6,2024,3,ALWAYS FTC,1.53,21.79,36.54285714,0
ALWAYS FTC,7,2024,0,ALWAYS FTC,0.46,21.11857143,36.42714286,0
ALWAYS FTC,8,2024,2,ALWAYS FTC,3.16,20.88,36.01428571,0
ALWAYS FTC,9,2024,0,ALWAYS FTC,2.26,20.55,34.36571429,0
ALWAYS FTC,10,2024,1,ALWAYS FTC,14.85,21.85,34.37,0
ALWAYS FTC,11,2024,0,ALWAYS FTC,23.1,21.79428571,31.38857143,0
ALWAYS FTC,12,2024,5,ALWAYS FTC,2.74,18.70142857,33.41,0
ALWAYS FTC,13,2024,8,ALWAYS FTC,2.36,19.73,33.51428571,0
ALWAYS FTC,14,2024,8,ALWAYS FTC,0.05,20.06857143,34.15714286,0
ALWAYS FTC,15,2024,12,ALWAYS FTC,22.11,19.40142857,30.46428571,0
ALWAYS FTC,16,2024,18,ALWAYS FTC,0.08,17.56142857,31.68428571,0
ALWAYS FTC,17,2024,3,ALWAYS FTC,0.01,16.15857143,32.06857143,0
ALWAYS FTC,18,2024,6,ALWAYS FTC,0,14.74285714,31.05571429,0
ALWAYS FTC,19,2024,6,ALWAYS FTC,0,16.43142857,31.57714286,0
ALWAYS FTC,20,2024,5,ALWAYS FTC,0.07,15.22285714,29.90142857,0
ALWAYS FTC,21,2024,3,ALWAYS FTC,0.03,14.78428571,28.73285714,0
ALWAYS FTC,22,2024,3,ALWAYS FTC,0,13.81285714,28.49857143,0
ALWAYS FTC,23,2024,2,ALWAYS FTC,0,15.89571429,30.66571429,0
ALWAYS FTC,24,2024,4,ALWAYS FTC,0.17,11.36142857,25.79857143,0
ALWAYS FTC,25,2024,2,ALWAYS FTC,0.02,12.79,27.17857143,0
ALWAYS FTC,26,2024,0,ALWAYS FTC,0.8,12.35285714,25.25,0
ALWAYS FTC,27,2024,0,ALWAYS FTC,0,12.77,28.71571429,0
ALWAYS FTC,28,2024,1,ALWAYS FTC,0,12.05428571,29.22428571,0
ALWAYS FTC,29,2024,0,ALWAYS FTC,0,13.20285714,30.17428571,0
ALWAYS FTC,30,2024,2,ALWAYS FTC,0,13.77428571,30.54285714,0
ALWAYS FTC,31,2024,1,ALWAYS FTC,0,13.51571429,29.45285714,0
ALWAYS FTC,32,2024,3,ALWAYS FTC,0,14.49285714,31.19,0
ALWAYS FTC,33,2024,2,ALWAYS FTC,0,14.6,31.05857143,0
ALWAYS FTC,34,2024,1,ALWAYS FTC,0.03,13.18428571,28.91571429,0
ALWAYS FTC,35,2024,0,ALWAYS FTC,0.18,15.92571429,31.19857143,0
ALWAYS FTC,36,2024,1,ALWAYS FTC,0,14.06857143,29.37857143,0
ALWAYS FTC,37,2024,5,ALWAYS FTC,0,18.39571429,34.15,0
ALWAYS FTC,38,2024,2,ALWAYS FTC,0,18.69142857,34.36,0
ALWAYS FTC,39,2024,1,ALWAYS FTC,0,17.47714286,34.34285714,0
ALWAYS FTC,40,2024,10,ALWAYS FTC,0,16.75,32.00285714,0
ALWAYS FTC,41,2024,7,ALWAYS FTC,0,16.88428571,32.94,0
ALWAYS FTC,42,2024,2,ALWAYS FTC,5.97,18.46714286,32.72,0
ALWAYS FTC,43,2024,5,ALWAYS FTC,0.22,21.89285714,36.99428571,0
ALWAYS FTC,44,2024,0,ALWAYS FTC,1.19,22.61571429,33.67714286,0
ALWAYS FTC,45,2024,0,ALWAYS FTC,5.46,21.52,36.35571429,0
ALWAYS FTC,46,2024,0,ALWAYS FTC,19.98,21.16285714,34.03571429,0
ALWAYS FTC,47,2024,0,ALWAYS FTC,0.81,21.51857143,36.73142857,0
ALWAYS FTC,48,2024,1,ALWAYS FTC,67.75,20.73428571,32.13142857,0
ALWAYS FTC,49,2024,0,ALWAYS FTC,0.29,19.86428571,36.45285714,0
ALWAYS FTC,50,2024,0,ALWAYS FTC,4.17,22.29285714,37.61857143,0
ALWAYS FTC,51,2024,2,ALWAYS FTC,28.1,22.32,34.12857143,0
ALWAYS FTC,52,2024,0,ALWAYS FTC,13.46,22.98714286,34.68571429,0
CHIDIKAMWEDZI FTC,1,2024,1,CHIDIKAMWEDZI FTC,23.46,18.57857143,29.12571429,0
CHIDIKAMWEDZI FTC,2,2024,0,CHIDIKAMWEDZI FTC,82.12,19.77285714,26.35,0
CHIDIKAMWEDZI FTC,3,2024,0,CHIDIKAMWEDZI FTC,60.35,17.69428571,24.91,0
CHIDIKAMWEDZI FTC,4,2024,2,CHIDIKAMWEDZI FTC,3.77,14.94285714,28.35857143,0
CHIDIKAMWEDZI FTC,5,2024,0,CHIDIKAMWEDZI FTC,4.7,17.10571429,30.21,0
CHIDIKAMWEDZI FTC,6,2024,0,CHIDIKAMWEDZI FTC,0.86,19.10857143,35.32142857,0
CHIDIKAMWEDZI FTC,7,2024,0,CHIDIKAMWEDZI FTC,0.44,18.61285714,35.15714286,0
CHIDIKAMWEDZI FTC,8,2024,0,CHIDIKAMWEDZI FTC,2.18,18.11571429,34.15142857,0
CHIDIKAMWEDZI FTC,9,2024,0,CHIDIKAMWEDZI FTC,1.68,18.02571429,32.78285714,0
CHIDIKAMWEDZI FTC,10,2024,0,CHIDIKAMWEDZI FTC,9.37,19.78571429,33.39571429,0
CHIDIKAMWEDZI FTC,11,2024,0,CHIDIKAMWEDZI FTC,16.12,19.41142857,30.42,0
CHIDIKAMWEDZI FTC,12,2024,0,CHIDIKAMWEDZI FTC,4.36,16.66428571,31.59142857,0
CHIDIKAMWEDZI FTC,13,2024,0,CHIDIKAMWEDZI FTC,4.82,17.50714286,31.24285714,0
CHIDIKAMWEDZI FTC,14,2024,1,CHIDIKAMWEDZI FTC,0.18,17.56285714,31.85285714,0
CHIDIKAMWEDZI FTC,15,2024,0,CHIDIKAMWEDZI FTC,22.03,17.48428571,28.26142857,0
CHIDIKAMWEDZI FTC,16,2024,3,CHIDIKAMWEDZI FTC,0.17,15.06857143,29.31285714,0
CHIDIKAMWEDZI FTC,17,2024,2,CHIDIKAMWEDZI FTC,0.04,12.94142857,30.03714286,0
CHIDIKAMWEDZI FTC,18,2024,0,CHIDIKAMWEDZI FTC,0,11.57285714,29.25285714,0
CHIDIKAMWEDZI FTC,19,2024,1,CHIDIKAMWEDZI FTC,0,12.66714286,29.83,0
CHIDIKAMWEDZI FTC,20,2024,0,CHIDIKAMWEDZI FTC,0.06,12.09857143,27.85857143,0
CHIDIKAMWEDZI FTC,21,2024,0,CHIDIKAMWEDZI FTC,0.06,11.92571429,26.56714286,0
CHIDIKAMWEDZI FTC,22,2024,0,CHIDIKAMWEDZI FTC,0.02,11.04142857,26.31714286,0
CHIDIKAMWEDZI FTC,23,2024,0,CHIDIKAMWEDZI FTC,0.24,13.18428571,28.76857143,0
CHIDIKAMWEDZI FTC,24,2024,1,CHIDIKAMWEDZI FTC,0.27,8.05,23.49428571,0
CHIDIKAMWEDZI FTC,25,2024,0,CHIDIKAMWEDZI FTC,0.04,10.19428571,25.01285714,0
CHIDIKAMWEDZI FTC,26,2024,0,CHIDIKAMWEDZI FTC,1.11,9.654285714,22.68,0
CHIDIKAMWEDZI FTC,27,2024,0,CHIDIKAMWEDZI FTC,0,9.342857143,26.47285714,0
CHIDIKAMWEDZI FTC,28,2024,6,CHIDIKAMWEDZI FTC,0,8.965714286,27.50428571,0
CHIDIKAMWEDZI FTC,29,2024,0,CHIDIKAMWEDZI FTC,0,9.931428571,28.08571429,0
CHIDIKAMWEDZI FTC,30,2024,0,CHIDIKAMWEDZI FTC,0,10.92142857,28.80285714,0
CHIDIKAMWEDZI FTC,31,2024,0,CHIDIKAMWEDZI FTC,0,10.33857143,27.41857143,0
CHIDIKAMWEDZI FTC,32,2024,0,CHIDIKAMWEDZI FTC,0,11.71571429,29.28285714,0
CHIDIKAMWEDZI FTC,33,2024,0,CHIDIKAMWEDZI FTC,0,11.55571429,28.96571429,0
CHIDIKAMWEDZI FTC,34,2024,0,CHIDIKAMWEDZI FTC,0.07,9.805714286,26.81285714,0
CHIDIKAMWEDZI FTC,35,2024,1,CHIDIKAMWEDZI FTC,0.17,13.12,28.81,0
CHIDIKAMWEDZI FTC,36,2024,0,CHIDIKAMWEDZI FTC,0,10.78714286,27.36571429,0
CHIDIKAMWEDZI FTC,37,2024,0,CHIDIKAMWEDZI FTC,0.01,14.77571429,31.96285714,0
CHIDIKAMWEDZI FTC,38,2024,0,CHIDIKAMWEDZI FTC,0.04,15.60714286,31.91,0
CHIDIKAMWEDZI FTC,39,2024,0,CHIDIKAMWEDZI FTC,0,14.55857143,32.30285714,0
CHIDIKAMWEDZI FTC,40,2024,0,CHIDIKAMWEDZI FTC,0.03,14.23857143,29.75142857,0
CHIDIKAMWEDZI FTC,41,2024,0,CHIDIKAMWEDZI FTC,0.01,13.56,30.71714286,0
CHIDIKAMWEDZI FTC,42,2024,0,CHIDIKAMWEDZI FTC,6.87,15.62857143,30.44285714,0
CHIDIKAMWEDZI FTC,43,2024,0,CHIDIKAMWEDZI FTC,1.75,18.76,34.36285714,0
CHIDIKAMWEDZI FTC,44,2024,0,CHIDIKAMWEDZI FTC,1.45,19.63142857,31.42142857,0
CHIDIKAMWEDZI FTC,45,2024,0,CHIDIKAMWEDZI FTC,5.02,18.64,33.89857143,0
CHIDIKAMWEDZI FTC,46,2024,0,CHIDIKAMWEDZI FTC,34.17,18.25285714,30.97285714,0
CHIDIKAMWEDZI FTC,47,2024,0,CHIDIKAMWEDZI FTC,1.35,18.14857143,33.32857143,0
CHIDIKAMWEDZI FTC,48,2024,0,CHIDIKAMWEDZI FTC,68.04,18.33285714,29.62285714,0
CHIDIKAMWEDZI FTC,49,2024,0,CHIDIKAMWEDZI FTC,0.42,16.54571429,33.05714286,0
CHIDIKAMWEDZI FTC,50,2024,0,CHIDIKAMWEDZI FTC,2.34,19.21857143,35.17857143,0
CHIDIKAMWEDZI FTC,51,2024,0,CHIDIKAMWEDZI FTC,40.25,19.65714286,31.32142857,0
CHIDIKAMWEDZI FTC,52,2024,0,CHIDIKAMWEDZI FTC,18.66,20.40142857,31.67285714,0
CHINYANI FTC,1,2024,0,CHINYANI FTC,21.59,20.62714286,31.62285714,0
CHINYANI FTC,2,2024,0,CHINYANI FTC,74.98,21.41142857,28.13285714,0
CHINYANI FTC,3,2024,0,CHINYANI FTC,54.87,20.17,26.61285714,0
CHINYANI FTC,4,2024,4,CHINYANI FTC,5.64,17.76714286,31.07,0
CHINYANI FTC,5,2024,1,CHINYANI FTC,4.35,19.27714286,32.82142857,0
CHINYANI FTC,6,2024,0,CHINYANI FTC,1.53,21.79,36.54285714,0
CHINYANI FTC,7,2024,5,CHINYANI FTC,0.46,21.11857143,36.42714286,0
CHINYANI FTC,8,2024,5,CHINYANI FTC,3.16,20.88,36.01428571,0
CHINYANI FTC,9,2024,4,CHINYANI FTC,2.26,20.55,34.36571429,0
CHINYANI FTC,10,2024,1,CHINYANI FTC,14.85,21.85,34.37,0
CHINYANI FTC,11,2024,3,CHINYANI FTC,23.1,21.79428571,31.38857143,0
CHINYANI FTC,12,2024,0,CHINYANI FTC,2.74,18.70142857,33.41,0
CHINYANI FTC,13,2024,30,CHINYANI FTC,2.36,19.73,33.51428571,0
CHINYANI FTC,14,2024,4,CHINYANI FTC,0.05,20.06857143,34.15714286,0
CHINYANI FTC,15,2024,14,CHINYANI FTC,22.11,19.40142857,30.46428571,0
CHINYANI FTC,16,2024,13,CHINYANI FTC,0.08,17.56142857,31.68428571,0
CHINYANI FTC,17,2024,10,CHINYANI FTC,0.01,16.15857143,32.06857143,0
CHINYANI FTC,18,2024,9,CHINYANI FTC,0,14.74285714,31.05571429,0
CHINYANI FTC,19,2024,7,CHINYANI FTC,0,16.43142857,31.57714286,0
CHINYANI FTC,20,2024,6,CHINYANI FTC,0.07,15.22285714,29.90142857,0
CHINYANI FTC,21,2024,7,CHINYANI FTC,0.03,14.78428571,28.73285714,0
CHINYANI FTC,22,2024,5,CHINYANI FTC,0,13.81285714,28.49857143,0
CHINYANI FTC,23,2024,0,CHINYANI FTC,0,15.89571429,30.66571429,0
CHINYANI FTC,24,2024,6,CHINYANI FTC,0.17,11.36142857,25.79857143,0
CHINYANI FTC,25,2024,4,CHINYANI FTC,0.02,12.79,27.17857143,0
CHINYANI FTC,26,2024,4,CHINYANI FTC,0.8,12.35285714,25.25,0
CHINYANI FTC,27,2024,3,CHINYANI FTC,0,12.77,28.71571429,0
CHINYANI FTC,28,2024,0,CHINYANI FTC,0,12.05428571,29.22428571,0
CHINYANI FTC,29,2024,3,CHINYANI FTC,0,13.20285714,30.17428571,0
CHINYANI FTC,30,2024,0,CHINYANI FTC,0,13.77428571,30.54285714,0
CHINYANI FTC,31,2024,1,CHINYANI FTC,0,13.51571429,29.45285714,0
CHINYANI FTC,32,2024,4,CHINYANI FTC,0,14.49285714,31.19,0
CHINYANI FTC,33,2024,5,CHINYANI FTC,0,14.6,31.05857143,0
CHINYANI FTC,34,2024,4,CHINYANI FTC,0.03,13.18428571,28.91571429,0
CHINYANI FTC,35,2024,2,CHINYANI FTC,0.18,15.92571429,31.19857143,0
CHINYANI FTC,36,2024,0,CHINYANI FTC,0,14.06857143,29.37857143,0
CHINYANI FTC,37,2024,6,CHINYANI FTC,0,18.39571429,34.15,0
CHINYANI FTC,38,2024,1,CHINYANI FTC,0,18.69142857,34.36,0
CHINYANI FTC,39,2024,0,CHINYANI FTC,0,17.47714286,34.34285714,0
CHINYANI FTC,40,2024,1,CHINYANI FTC,0,16.75,32.00285714,0
CHINYANI FTC,41,2024,0,CHINYANI FTC,0,16.88428571,32.94,0
CHINYANI FTC,42,2024,2,CHINYANI FTC,5.97,18.46714286,32.72,0
CHINYANI FTC,43,2024,1,CHINYANI FTC,0.22,21.89285714,36.99428571,0
CHINYANI FTC,44,2024,0,CHINYANI FTC,1.19,22.61571429,33.67714286,0
CHINYANI FTC,45,2024,1,CHINYANI FTC,5.46,21.52,36.35571429,0
CHINYANI FTC,46,2024,0,CHINYANI FTC,19.98,21.16285714,34.03571429,0
CHINYANI FTC,47,2024,0,CHINYANI FTC,0.81,21.51857143,36.73142857,0
CHINYANI FTC,48,2024,0,CHINYANI FTC,67.75,20.73428571,32.13142857,0
CHINYANI FTC,49,2024,0,CHINYANI FTC,0.29,19.86428571,36.45285714,0
CHINYANI FTC,50,2024,0,CHINYANI FTC,4.17,22.29285714,37.61857143,0
CHINYANI FTC,51,2024,1,CHINYANI FTC,28.1,22.32,34.12857143,0
CHINYANI FTC,52,2024,0,CHINYANI FTC,13.46,22.98714286,34.68571429,0
CHINYANI FTC,53,2024,0,,,,,0
Chadereka RHC,1,2024,0,Chadereka RHC,19.42,23.87571429,34.53285714,0
Chadereka RHC,2,2024,0,Chadereka RHC,71.64,23.80714286,30.70857143,0
Chadereka RHC,3,2024,13,Chadereka RHC,48,22.83857143,29.41857143,0
Chadereka RHC,4,2024,11,Chadereka RHC,4.08,20.95571429,33.47571429,0
Chadereka RHC,5,2024,21,Chadereka RHC,1.63,22.21428571,35.14714286,0
Chadereka RHC,6,2024,25,Chadereka RHC,2.16,24.63142857,38.09428571,0
Chadereka RHC,7,2024,21,Chadereka RHC,0.51,24.44428571,38.74714286,0
Chadereka RHC,8,2024,18,Chadereka RHC,7.77,24.58,38.49285714,0
Chadereka RHC,9,2024,2,Chadereka RHC,5.74,23.8,36.26571429,0
Chadereka RHC,10,2024,9,Chadereka RHC,16.38,24.97857143,36.83714286,0
Chadereka RHC,11,2024,18,Chadereka RHC,26.22,24.87857143,34.35428571,0
Chadereka RHC,12,2024,18,Chadereka RHC,1.11,21.77857143,36.05857143,0
Chadereka RHC,13,2024,10,Chadereka RHC,1.26,23.24571429,36.49571429,0
Chadereka RHC,14,2024,33,Chadereka RHC,0.06,23.63,37.01428571,0
Chadereka RHC,15,2024,20,Chadereka RHC,23.41,22.44,33.53285714,0
Chadereka RHC,16,2024,8,Chadereka RHC,0.04,20.57142857,34.18857143,0
Chadereka RHC,17,2024,6,Chadereka RHC,0.01,19.06714286,34.44857143,0
Chadereka RHC,18,2024,4,Chadereka RHC,0,17.59142857,33.35142857,0
Chadereka RHC,19,2024,14,Chadereka RHC,0,19.77285714,34.34428571,0
Chadereka RHC,20,2024,28,Chadereka RHC,0.13,18.51,32.75142857,0
Chadereka RHC,21,2024,10,Chadereka RHC,0.01,18.13428571,31.41571429,0
Chadereka RHC,22,2024,18,Chadereka RHC,0,16.89714286,31.59714286,0
Chadereka RHC,23,2024,32,Chadereka RHC,0,18.53428571,34.00142857,0
Chadereka RHC,24,2024,9,Chadereka RHC,0.07,14.09428571,28.59428571,0
Chadereka RHC,25,2024,29,Chadereka RHC,0.02,15.59,30.07142857,0
Chadereka RHC,26,2024,9,Chadereka RHC,0.45,15.23571429,28.23142857,0
Chadereka RHC,27,2024,1,Chadereka RHC,0,15.34142857,31.20857143,0
Chadereka RHC,28,2024,6,Chadereka RHC,0,13.79571429,31.42857143,0
Chadereka RHC,29,2024,3,Chadereka RHC,0,15.03857143,32.41571429,0
Chadereka RHC,30,2024,1,Chadereka RHC,0,15.53,32.52,0
Chadereka RHC,31,2024,2,Chadereka RHC,0,16.12571429,31.77285714,0
Chadereka RHC,32,2024,5,Chadereka RHC,0,16.43428571,33.41571429,0
Chadereka RHC,33,2024,5,Chadereka RHC,0,17.44,33.52571429,0
Chadereka RHC,34,2024,5,Chadereka RHC,0.08,16.74714286,31.41428571,0
Chadereka RHC,35,2024,4,Chadereka RHC,0.25,19.04571429,34.35714286,0
Chadereka RHC,36,2024,13,Chadereka RHC,0,17.49571429,32.43714286,0
Chadereka RHC,37,2024,5,Chadereka RHC,0,21.68571429,36.98571429,0
Chadereka RHC,38,2024,11,Chadereka RHC,0,21.76857143,37.75714286,0
Chadereka RHC,39,2024,6,Chadereka RHC,0,20.54285714,36.99571429,0
Chadereka RHC,40,2024,3,Chadereka RHC,0,20.03285714,35.23571429,0
Chadereka RHC,41,2024,3,Chadereka RHC,0,20.57428571,35.91714286,0
Chadereka RHC,42,2024,6,Chadereka RHC,10.33,21.45428571,35.49714286,0
Chadereka RHC,43,2024,5,Chadereka RHC,0.36,25.70571429,40.60428571,0
Chadereka RHC,44,2024,1,Chadereka RHC,1.56,26.48571429,37.24571429,0
Chadereka RHC,45,2024,1,Chadereka RHC,10.56,25.27571429,39.20714286,0
Chadereka RHC,46,2024,3,Chadereka RHC,6.59,24.81714286,37.88571429,0
Chadereka RHC,47,2024,2,Chadereka RHC,0.62,25.47285714,40.34428571,0
Chadereka RHC,48,2024,0,Chadereka RHC,29.36,24.17857143,36.15,0
Chadereka RHC,49,2024,2,Chadereka RHC,0.31,23.52,40.69285714,0
Chadereka RHC,50,2024,3,Chadereka RHC,7.85,25.82857143,40.71714286,0
Chadereka RHC,51,2024,0,Chadereka RHC,9.59,26.02,38.64571429,0
Chadereka RHC,52,2024,4,Chadereka RHC,8.32,26.72,38.88857143,0
Chadereka RHC,53,2024,0,,,,,0
Chawarura RHC,1,2024,3,Chawarura RHC,21.59,20.62714286,31.62285714,0
Chawarura RHC,2,2024,3,Chawarura RHC,74.98,21.41142857,28.13285714,0
Chawarura RHC,3,2024,2,Chawarura RHC,54.87,20.17,26.61285714,0
Chawarura RHC,4,2024,4,Chawarura RHC,5.64,17.76714286,31.07,0
Chawarura RHC,5,2024,2,Chawarura RHC,4.35,19.27714286,32.82142857,0
Chawarura RHC,6,2024,1,Chawarura RHC,1.53,21.79,36.54285714,0
Chawarura RHC,7,2024,3,Chawarura RHC,0.46,21.11857143,36.42714286,0
Chawarura RHC,8,2024,1,Chawarura RHC,3.16,20.88,36.01428571,0
Chawarura RHC,9,2024,4,Chawarura RHC,2.26,20.55,34.36571429,0
Chawarura RHC,10,2024,2,Chawarura RHC,14.85,21.85,34.37,0
Chawarura RHC,11,2024,8,Chawarura RHC,23.1,21.79428571,31.38857143,0
Chawarura RHC,12,2024,40,Chawarura RHC,2.74,18.70142857,33.41,0
Chawarura RHC,13,2024,71,Chawarura RHC,2.36,19.73,33.51428571,0
Chawarura RHC,14,2024,42,Chawarura RHC,0.05,20.06857143,34.15714286,0
Chawarura RHC,15,2024,58,Chawarura RHC,22.11,19.40142857,30.46428571,0
Chawarura RHC,16,2024,71,Chawarura RHC,0.08,17.56142857,31.68428571,0
Chawarura RHC,17,2024,48,Chawarura RHC,0.01,16.15857143,32.06857143,0
Chawarura RHC,18,2024,19,Chawarura RHC,0,14.74285714,31.05571429,0
Chawarura RHC,19,2024,62,Chawarura RHC,0,16.43142857,31.57714286,0
Chawarura RHC,20,2024,37,Chawarura RHC,0.07,15.22285714,29.90142857,0
Chawarura RHC,21,2024,30,Chawarura RHC,0.03,14.78428571,28.73285714,0
Chawarura RHC,22,2024,26,Chawarura RHC,0,13.81285714,28.49857143,0
Chawarura RHC,23,2024,23,Chawarura RHC,0,15.89571429,30.66571429,0
Chawarura RHC,24,2024,13,Chawarura RHC,0.17,11.36142857,25.79857143,0
Chawarura RHC,25,2024,14,Chawarura RHC,0.02,12.79,27.17857143,0
Chawarura RHC,26,2024,4,Chawarura RHC,0.8,12.35285714,25.25,0
Chawarura RHC,27,2024,7,Chawarura RHC,0,12.77,28.71571429,0
Chawarura RHC,28,2024,7,Chawarura RHC,0,12.05428571,29.22428571,0
Chawarura RHC,29,2024,13,Chawarura RHC,0,13.20285714,30.17428571,0
Chawarura RHC,30,2024,2,Chawarura RHC,0,13.77428571,30.54285714,0
Chawarura RHC,31,2024,0,Chawarura RHC,0,13.51571429,29.45285714,0
Chawarura RHC,32,2024,2,Chawarura RHC,0,14.49285714,31.19,0
Chawarura RHC,33,2024,5,Chawarura RHC,0,14.6,31.05857143,0
Chawarura RHC,34,2024,2,Chawarura RHC,0.03,13.18428571,28.91571429,0
Chawarura RHC,35,2024,11,Chawarura RHC,0.18,15.92571429,31.19857143,0
Chawarura RHC,36,2024,4,Chawarura RHC,0,14.06857143,29.37857143,0
Chawarura RHC,37,2024,16,Chawarura RHC,0,18.39571429,34.15,0
Chawarura RHC,38,2024,13,Chawarura RHC,0,18.69142857,34.36,0
Chawarura RHC,39,2024,10,Chawarura RHC,0,17.47714286,34.34285714,0
Chawarura RHC,40,2024,14,Chawarura RHC,0,16.75,32.00285714,0
Chawarura RHC,41,2024,7,Chawarura RHC,0,16.88428571,32.94,0
Chawarura RHC,42,2024,6,Chawarura RHC,5.97,18.46714286,32.72,0
Chawarura RHC,43,2024,2,Chawarura RHC,0.22,21.89285714,36.99428571,0
Chawarura RHC,44,2024,1,Chawarura RHC,1.19,22.61571429,33.67714286,0
Chawarura RHC,45,2024,2,Chawarura RHC,5.46,21.52,36.35571429,0
Chawarura RHC,46,2024,1,Chawarura RHC,19.98,21.16285714,34.03571429,0
Chawarura RHC,47,2024,2,Chawarura RHC,0.81,21.51857143,36.73142857,0
Chawarura RHC,48,2024,1,Chawarura RHC,67.75,20.73428571,32.13142857,0
Chawarura RHC,49,2024,4,Chawarura RHC,0.29,19.86428571,36.45285714,0
Chawarura RHC,50,2024,4,Chawarura RHC,4.17,22.29285714,37.61857143,0
Chawarura RHC,51,2024,6,Chawarura RHC,28.1,22.32,34.12857143,0
Chawarura RHC,52,2024,4,Chawarura RHC,13.46,22.98714286,34.68571429,0
Chawarura RHC,53,2024,0,,,,,0
Chiwenga RHC,1,2024,5,Chiwenga RHC,19.42,23.87571429,34.53285714,0
Chiwenga RHC,2,2024,3,Chiwenga RHC,71.64,23.80714286,30.70857143,0
Chiwenga RHC,3,2024,2,Chiwenga RHC,48,22.83857143,29.41857143,0
Chiwenga RHC,4,2024,8,Chiwenga RHC,4.08,20.95571429,33.47571429,0
Chiwenga RHC,5,2024,18,Chiwenga RHC,1.63,22.21428571,35.14714286,0
Chiwenga RHC,6,2024,32,Chiwenga RHC,2.16,24.63142857,38.09428571,0
Chiwenga RHC,7,2024,17,Chiwenga RHC,0.51,24.44428571,38.74714286,0
Chiwenga RHC,8,2024,3,Chiwenga RHC,7.77,24.58,38.49285714,0
Chiwenga RHC,9,2024,8,Chiwenga RHC,5.74,23.8,36.26571429,0
Chiwenga RHC,10,2024,13,Chiwenga RHC,16.38,24.97857143,36.83714286,0
Chiwenga RHC,11,2024,20,Chiwenga RHC,26.22,24.87857143,34.35428571,0
Chiwenga RHC,12,2024,11,Chiwenga RHC,1.11,21.77857143,36.05857143,0
Chiwenga RHC,13,2024,40,Chiwenga RHC,1.26,23.24571429,36.49571429,0
Chiwenga RHC,14,2024,28,Chiwenga RHC,0.06,23.63,37.01428571,0
Chiwenga RHC,15,2024,11,Chiwenga RHC,23.41,22.44,33.53285714,0
Chiwenga RHC,16,2024,10,Chiwenga RHC,0.04,20.57142857,34.18857143,0
