Health Facility,Week,Year,Cases,Station,Precipitation,MIN,MAX,Deaths
Chiwenga RHC,44,2015,3,Chiwenga RHC,0,23.77285714,39.00285714,0
Chiwenga RHC,45,2015,1,Chiwenga RHC,6.79,21.15571429,36.14285714,0
Chiwenga RHC,46,2015,1,Chiwenga RHC,0,25.18142857,42.48428571,0
Chiwenga RHC,47,2015,3,Chiwenga RHC,22.47,26.00428571,37.73571429,0
Chiwenga RHC,48,2015,0,Chiwenga RHC,4.57,23.08571429,37.67571429,0
Chiwenga RHC,49,2015,5,Chiwenga RHC,1.94,25.76285714,39.54285714,0
Chiwenga RHC,50,2015,0,Chiwenga RHC,1.82,27.21714286,41.91285714,0
Chiwenga RHC,51,2015,0,Chiwenga RHC,70.5,24.54857143,32.44714286,0
Chiwenga RHC,52,2015,0,Chiwenga RHC,22.34,24.02,34.48857143,0
Chiwenga RHC,53,2015,0,Chiwenga RHC,2.97,23.33142857,36.79142857,0
DAMBAKURIMA RHC,1,2015,0,DAMBAKURIMA RHC,184.02,22.45428571,27.72857143,0
DAMBAKURIMA RHC,2,2015,2,DAMBAKURIMA RHC,23.65,21.07142857,28.68428571,0
DAMBAKURIMA RHC,3,2015,3,DAMBAKURIMA RHC,102.23,22.68571429,29.33285714,0
DAMBAKURIMA RHC,4,2015,3,DAMBAKURIMA RHC,12.56,19.76285714,29.33,0
DAMBAKURIMA RHC,5,2015,0,DAMBAKURIMA RHC,30.99,21.72,29.70285714,0
DAMBAKURIMA RHC,6,2015,0,DAMBAKURIMA RHC,41.35,22.94285714,29.74714286,0
DAMBAKURIMA RHC,7,2015,7,DAMBAKURIMA RHC,16.11,21.77857143,30.40285714,0
DAMBAKURIMA RHC,8,2015,0,DAMBAKURIMA RHC,16,21.17857143,30.99428571,0
DAMBAKURIMA RHC,9,2015,10,DAMBAKURIMA RHC,31.51,21.81857143,30.62,0
DAMBAKURIMA RHC,10,2015,5,DAMBAKURIMA RHC,19.08,19.19857143,29.91285714,0
DAMBAKURIMA RHC,11,2015,9,DAMBAKURIMA RHC,13.16,20.03142857,32.13857143,0
DAMBAKURIMA RHC,12,2015,18,DAMBAKURIMA RHC,0.31,20.79714286,34.52428571,0
DAMBAKURIMA RHC,13,2015,12,DAMBAKURIMA RHC,1.81,22.15857143,34.81428571,0
DAMBAKURIMA RHC,14,2015,18,DAMBAKURIMA RHC,2.23,21.49428571,33.02285714,0
DAMBAKURIMA RHC,15,2015,47,DAMBAKURIMA RHC,2.59,21.08142857,33.59,0
DAMBAKURIMA RHC,16,2015,72,DAMBAKURIMA RHC,11.51,21.36857143,32.81,1
DAMBAKURIMA RHC,17,2015,106,DAMBAKURIMA RHC,0.68,19.77857143,33.24142857,0
DAMBAKURIMA RHC,18,2015,26,DAMBAKURIMA RHC,0,19.10142857,34.68714286,0
DAMBAKURIMA RHC,19,2015,49,DAMBAKURIMA RHC,0,19.48285714,33.42571429,0
DAMBAKURIMA RHC,20,2015,15,DAMBAKURIMA RHC,0,18.61571429,33.53571429,0
DAMBAKURIMA RHC,21,2015,44,DAMBAKURIMA RHC,0,16.44571429,30.95571429,0
DAMBAKURIMA RHC,22,2015,34,DAMBAKURIMA RHC,0,16.85285714,31.63142857,0
DAMBAKURIMA RHC,23,2015,24,DAMBAKURIMA RHC,0,18.01714286,31.36857143,0
DAMBAKURIMA RHC,24,2015,23,DAMBAKURIMA RHC,0,14.62857143,28.82142857,0
DAMBAKURIMA RHC,25,2015,21,DAMBAKURIMA RHC,0,14.14142857,29.06428571,0
DAMBAKURIMA RHC,26,2015,22,DAMBAKURIMA RHC,0,16.54142857,29.91142857,0
DAMBAKURIMA RHC,27,2015,18,DAMBAKURIMA RHC,0,14.11,28.01,0
DAMBAKURIMA RHC,28,2015,16,DAMBAKURIMA RHC,0,14.00142857,28.84,0
DAMBAKURIMA RHC,29,2015,16,DAMBAKURIMA RHC,0,14.74857143,31.23571429,0
DAMBAKURIMA RHC,30,2015,17,DAMBAKURIMA RHC,0,17.24857143,31.77714286,0
DAMBAKURIMA RHC,31,2015,13,DAMBAKURIMA RHC,0,16.64,31.20285714,0
DAMBAKURIMA RHC,32,2015,14,DAMBAKURIMA RHC,0,13.93714286,29.39428571,0
DAMBAKURIMA RHC,33,2015,23,DAMBAKURIMA RHC,0,16.14857143,32.42428571,0
DAMBAKURIMA RHC,34,2015,2,DAMBAKURIMA RHC,0,17.84,33.67571429,0
DAMBAKURIMA RHC,35,2015,11,DAMBAKURIMA RHC,0,18.58714286,34.00571429,0
DAMBAKURIMA RHC,36,2015,8,DAMBAKURIMA RHC,0.05,19.6,34.97285714,0
DAMBAKURIMA RHC,37,2015,18,DAMBAKURIMA RHC,0,20.28285714,35.87,0
DAMBAKURIMA RHC,38,2015,10,DAMBAKURIMA RHC,0,18.26857143,34.87857143,0
DAMBAKURIMA RHC,39,2015,22,DAMBAKURIMA RHC,0,20.59,36.19285714,0
DAMBAKURIMA RHC,40,2015,5,DAMBAKURIMA RHC,0.58,24.26857143,38.65714286,0
DAMBAKURIMA RHC,41,2015,4,DAMBAKURIMA RHC,0,23.32142857,38.74,0
DAMBAKURIMA RHC,42,2015,12,DAMBAKURIMA RHC,1.14,25.19142857,39.78,0
DAMBAKURIMA RHC,43,2015,1,DAMBAKURIMA RHC,0,22.95142857,37.26285714,0
DAMBAKURIMA RHC,44,2015,4,DAMBAKURIMA RHC,0,23.77285714,39.00285714,0
DAMBAKURIMA RHC,45,2015,0,DAMBAKURIMA RHC,6.79,21.15571429,36.14285714,0
DAMBAKURIMA RHC,46,2015,0,DAMBAKURIMA RHC,0,25.18142857,42.48428571,0
DAMBAKURIMA RHC,47,2015,3,DAMBAKURIMA RHC,22.47,26.00428571,37.73571429,0
DAMBAKURIMA RHC,48,2015,2,DAMBAKURIMA RHC,4.57,23.08571429,37.67571429,0
DAMBAKURIMA RHC,49,2015,1,DAMBAKURIMA RHC,1.94,25.76285714,39.54285714,0
DAMBAKURIMA RHC,50,2015,1,DAMBAKURIMA RHC,1.82,27.21714286,41.91285714,0
DAMBAKURIMA RHC,51,2015,0,DAMBAKURIMA RHC,70.5,24.54857143,32.44714286,0
DAMBAKURIMA RHC,52,2015,2,DAMBAKURIMA RHC,22.34,24.02,34.48857143,0
DAMBAKURIMA RHC,53,2015,1,DAMBAKURIMA RHC,2.97,23.33142857,36.79142857,0
DAVID NELSON CLINIC,1,2015,0,DAVID NELSON CLINIC,199.77,19.88857143,25.34571429,0
DAVID NELSON CLINIC,2,2015,1,DAVID NELSON CLINIC,13.67,18.84285714,27.03285714,0
DAVID NELSON CLINIC,3,2015,2,DAVID NELSON CLINIC,68.41,20.23428571,28.13714286,0
DAVID NELSON CLINIC,4,2015,5,DAVID NELSON CLINIC,26.81,17.16285714,27.63428571,0
DAVID NELSON CLINIC,5,2015,2,DAVID NELSON CLINIC,43.65,19.11285714,27.72142857,0
DAVID NELSON CLINIC,6,2015,2,DAVID NELSON CLINIC,48.65,20.69,27.83571429,0
DAVID NELSON CLINIC,7,2015,6,DAVID NELSON CLINIC,22.39,19.02285714,27.72571429,0
DAVID NELSON CLINIC,8,2015,0,DAVID NELSON CLINIC,12.24,18.45285714,28.47,0
DAVID NELSON CLINIC,9,2015,1,DAVID NELSON CLINIC,53.4,18.92714286,27.83857143,0
DAVID NELSON CLINIC,10,2015,5,DAVID NELSON CLINIC,41.12,15.96142857,27.14857143,0
DAVID NELSON CLINIC,11,2015,3,DAVID NELSON CLINIC,21.64,16.89,28.20142857,0
DAVID NELSON CLINIC,12,2015,1,DAVID NELSON CLINIC,0.18,17.54857143,30.10428571,0
DAVID NELSON CLINIC,13,2015,3,DAVID NELSON CLINIC,2.15,18.76857143,30.69857143,0
DAVID NELSON CLINIC,14,2015,10,DAVID NELSON CLINIC,3.65,18.14857143,29.12142857,0
DAVID NELSON CLINIC,15,2015,13,DAVID NELSON CLINIC,4.6,17.73285714,28.98,0
DAVID NELSON CLINIC,16,2015,13,DAVID NELSON CLINIC,12.63,18.16714286,28.01285714,0
DAVID NELSON CLINIC,17,2015,45,DAVID NELSON CLINIC,1.68,16.52571429,29.06142857,0
DAVID NELSON CLINIC,18,2015,35,DAVID NELSON CLINIC,0,16.33285714,30.58,0
DAVID NELSON CLINIC,19,2015,20,DAVID NELSON CLINIC,0,15.88571429,29.67,0
DAVID NELSON CLINIC,20,2015,12,DAVID NELSON CLINIC,0,15.24857143,29.8,0
DAVID NELSON CLINIC,21,2015,14,DAVID NELSON CLINIC,0,13.15142857,27.40857143,0
DAVID NELSON CLINIC,22,2015,19,DAVID NELSON CLINIC,0,13.61428571,28.22428571,0
DAVID NELSON CLINIC,23,2015,13,DAVID NELSON CLINIC,0,14.19714286,27.57285714,0
DAVID NELSON CLINIC,24,2015,14,DAVID NELSON CLINIC,0,11.52285714,25.56857143,0
DAVID NELSON CLINIC,25,2015,4,DAVID NELSON CLINIC,0,11.06428571,25.71571429,0
DAVID NELSON CLINIC,26,2015,7,DAVID NELSON CLINIC,0,12.54142857,25.96571429,0
DAVID NELSON CLINIC,27,2015,2,DAVID NELSON CLINIC,0,11.17142857,24.61714286,0
DAVID NELSON CLINIC,28,2015,2,DAVID NELSON CLINIC,0,10.84857143,25.73285714,0
DAVID NELSON CLINIC,29,2015,4,DAVID NELSON CLINIC,0,12.01857143,27.78857143,0
DAVID NELSON CLINIC,30,2015,0,DAVID NELSON CLINIC,0,14.08142857,27.85,0
DAVID NELSON CLINIC,31,2015,4,DAVID NELSON CLINIC,0,13.26857143,27.89428571,0
DAVID NELSON CLINIC,32,2015,0,DAVID NELSON CLINIC,0,10.64,26.52857143,0
DAVID NELSON CLINIC,33,2015,0,DAVID NELSON CLINIC,0,13.19285714,29.13428571,0
DAVID NELSON CLINIC,34,2015,3,DAVID NELSON CLINIC,0,14.87428571,30.96571429,0
DAVID NELSON CLINIC,35,2015,2,DAVID NELSON CLINIC,0,15.24857143,31.17857143,0
DAVID NELSON CLINIC,36,2015,1,DAVID NELSON CLINIC,0.06,16.46714286,31.62285714,0
DAVID NELSON CLINIC,37,2015,7,DAVID NELSON CLINIC,0,17.11428571,32.66428571,0
DAVID NELSON CLINIC,38,2015,5,DAVID NELSON CLINIC,0,15.19857143,31.79285714,0
DAVID NELSON CLINIC,39,2015,3,DAVID NELSON CLINIC,0,16.88714286,33.12428571,0
DAVID NELSON CLINIC,40,2015,4,DAVID NELSON CLINIC,3.43,20.74714286,34.92571429,0
DAVID NELSON CLINIC,41,2015,3,DAVID NELSON CLINIC,0,19.51857143,35.38142857,0
DAVID NELSON CLINIC,42,2015,0,DAVID NELSON CLINIC,0.95,21.54571429,36.24571429,0
DAVID NELSON CLINIC,43,2015,2,DAVID NELSON CLINIC,0,18.78142857,34.30428571,0
DAVID NELSON CLINIC,44,2015,1,DAVID NELSON CLINIC,0,20.12714286,35.62428571,0
DAVID NELSON CLINIC,45,2015,2,DAVID NELSON CLINIC,8.25,17.15571429,32.42714286,0
DAVID NELSON CLINIC,46,2015,1,DAVID NELSON CLINIC,0.04,21.51714286,38.67142857,0
DAVID NELSON CLINIC,47,2015,1,DAVID NELSON CLINIC,19.85,22.67714286,34.42857143,0
DAVID NELSON CLINIC,48,2015,1,DAVID NELSON CLINIC,6.66,19.99285714,34.35428571,0
DAVID NELSON CLINIC,49,2015,0,DAVID NELSON CLINIC,2.74,22.12857143,36.31285714,0
DAVID NELSON CLINIC,50,2015,0,DAVID NELSON CLINIC,17.56,23.48857143,38.27,0
DAVID NELSON CLINIC,51,2015,0,DAVID NELSON CLINIC,75.61,21.33571429,28.89,0
DAVID NELSON CLINIC,52,2015,2,DAVID NELSON CLINIC,22.15,20.50857143,31.63142857,0
Hoya RHC,1,2015,2,Hoya RHC,199.77,19.88857143,25.34571429,0
Hoya RHC,2,2015,1,Hoya RHC,13.67,18.84285714,27.03285714,0
Hoya RHC,3,2015,4,Hoya RHC,68.41,20.23428571,28.13714286,0
Hoya RHC,4,2015,4,Hoya RHC,26.81,17.16285714,27.63428571,0
Hoya RHC,5,2015,6,Hoya RHC,43.65,19.11285714,27.72142857,0
Hoya RHC,6,2015,2,Hoya RHC,48.65,20.69,27.83571429,0
Hoya RHC,7,2015,7,Hoya RHC,22.39,19.02285714,27.72571429,0
Hoya RHC,8,2015,0,Hoya RHC,12.24,18.45285714,28.47,0
Hoya RHC,9,2015,17,Hoya RHC,53.4,18.92714286,27.83857143,0
Hoya RHC,10,2015,15,Hoya RHC,41.12,15.96142857,27.14857143,0
Hoya RHC,11,2015,22,Hoya RHC,21.64,16.89,28.20142857,0
Hoya RHC,12,2015,22,Hoya RHC,0.18,17.54857143,30.10428571,0
Hoya RHC,13,2015,19,Hoya RHC,2.15,18.76857143,30.69857143,0
Hoya RHC,14,2015,69,Hoya RHC,3.65,18.14857143,29.12142857,0
Hoya RHC,15,2015,71,Hoya RHC,4.6,17.73285714,28.98,0
Hoya RHC,16,2015,108,Hoya RHC,12.63,18.16714286,28.01285714,0
Hoya RHC,17,2015,121,Hoya RHC,1.68,16.52571429,29.06142857,0
Hoya RHC,18,2015,69,Hoya RHC,0,16.33285714,30.58,0
Hoya RHC,19,2015,125,Hoya RHC,0,15.88571429,29.67,0
Hoya RHC,20,2015,56,Hoya RHC,0,15.24857143,29.8,0
Hoya RHC,21,2015,65,Hoya RHC,0,13.15142857,27.40857143,0
Hoya RHC,22,2015,37,Hoya RHC,0,13.61428571,28.22428571,0
Hoya RHC,23,2015,42,Hoya RHC,0,14.19714286,27.57285714,0
Hoya RHC,24,2015,26,Hoya RHC,0,11.52285714,25.56857143,0
Hoya RHC,25,2015,29,Hoya RHC,0,11.06428571,25.71571429,0
Hoya RHC,26,2015,25,Hoya RHC,0,12.54142857,25.96571429,0
Hoya RHC,27,2015,5,Hoya RHC,0,11.17142857,24.61714286,0
Hoya RHC,28,2015,0,Hoya RHC,0,10.84857143,25.73285714,0
Hoya RHC,29,2015,4,Hoya RHC,0,12.01857143,27.78857143,0
Hoya RHC,30,2015,4,Hoya RHC,0,14.08142857,27.85,0
Hoya RHC,31,2015,4,Hoya RHC,0,13.26857143,27.89428571,0
Hoya RHC,32,2015,4,Hoya RHC,0,10.64,26.52857143,0
Hoya RHC,33,2015,1,Hoya RHC,0,13.19285714,29.13428571,0
Hoya RHC,34,2015,8,Hoya RHC,0,14.87428571,30.96571429,0
Hoya RHC,35,2015,6,Hoya RHC,0,15.24857143,31.17857143,0
Hoya RHC,36,2015,4,Hoya RHC,0.06,16.46714286,31.62285714,0
Hoya RHC,37,2015,9,Hoya RHC,0,17.11428571,32.66428571,0
Hoya RHC,38,2015,4,Hoya RHC,0,15.19857143,31.79285714,0
Hoya RHC,39,2015,8,Hoya RHC,0,16.88714286,33.12428571,0
Hoya RHC,40,2015,5,Hoya RHC,3.43,20.74714286,34.92571429,0
Hoya RHC,41,2015,6,Hoya RHC,0,19.51857143,35.38142857,0
Hoya RHC,42,2015,13,Hoya RHC,0.95,21.54571429,36.24571429,0
Hoya RHC,43,2015,8,Hoya RHC,0,18.78142857,34.30428571,0
Hoya RHC,44,2015,0,Hoya RHC,0,20.12714286,35.62428571,0
Hoya RHC,45,2015,3,Hoya RHC,8.25,17.15571429,32.42714286,0
Hoya RHC,46,2015,2,Hoya RHC,0.04,21.51714286,38.67142857,0
Hoya RHC,47,2015,1,Hoya RHC,19.85,22.67714286,34.42857143,0
Hoya RHC,48,2015,1,Hoya RHC,6.66,19.99285714,34.35428571,0
Hoya RHC,49,2015,0,Hoya RHC,2.74,22.12857143,36.31285714,0
Hoya RHC,50,2015,0,Hoya RHC,17.56,23.48857143,38.27,0
Hoya RHC,51,2015,1,Hoya RHC,75.61,21.33571429,28.89,0
Hoya RHC,52,2015,0,Hoya RHC,22.15,20.50857143,31.63142857,0
Hwata RHC,1,2015,0,Hwata RHC,199.77,19.88857143,25.34571429,0
Hwata RHC,2,2015,0,Hwata RHC,13.67,18.84285714,27.03285714,0
Hwata RHC,3,2015,1,Hwata RHC,68.41,20.23428571,28.13714286,0
Hwata RHC,4,2015,1,Hwata RHC,26.81,17.16285714,27.63428571,0
Hwata RHC,5,2015,1,Hwata RHC,43.65,19.11285714,27.72142857,0
Hwata RHC,6,2015,0,Hwata RHC,48.65,20.69,27.83571429,0
Hwata RHC,7,2015,1,Hwata RHC,22.39,19.02285714,27.72571429,0
Hwata RHC,8,2015,0,Hwata RHC,12.24,18.45285714,28.47,0
Hwata RHC,9,2015,4,Hwata RHC,53.4,18.92714286,27.83857143,0
Hwata RHC,10,2015,0,Hwata RHC,41.12,15.96142857,27.14857143,0
Hwata RHC,11,2015,4,Hwata RHC,21.64,16.89,28.20142857,0
Hwata RHC,12,2015,5,Hwata RHC,0.18,17.54857143,30.10428571,0
Hwata RHC,13,2015,9,Hwata RHC,2.15,18.76857143,30.69857143,0
Hwata RHC,14,2015,13,Hwata RHC,3.65,18.14857143,29.12142857,0
Hwata RHC,15,2015,13,Hwata RHC,4.6,17.73285714,28.98,0
Hwata RHC,16,2015,43,Hwata RHC,12.63,18.16714286,28.01285714,0
Hwata RHC,17,2015,39,Hwata RHC,1.68,16.52571429,29.06142857,0
Hwata RHC,18,2015,43,Hwata RHC,0,16.33285714,30.58,0
Hwata RHC,19,2015,9,Hwata RHC,0,15.88571429,29.67,0
Hwata RHC,20,2015,5,Hwata RHC,0,15.24857143,29.8,0
Hwata RHC,21,2015,20,Hwata RHC,0,13.15142857,27.40857143,0
Hwata RHC,22,2015,29,Hwata RHC,0,13.61428571,28.22428571,0
Hwata RHC,23,2015,38,Hwata RHC,0,14.19714286,27.57285714,0
Hwata RHC,24,2015,57,Hwata RHC,0,11.52285714,25.56857143,0
Hwata RHC,25,2015,35,Hwata RHC,0,11.06428571,25.71571429,0
Hwata RHC,26,2015,16,Hwata RHC,0,12.54142857,25.96571429,0
Hwata RHC,27,2015,9,Hwata RHC,0,11.17142857,24.61714286,0
Hwata RHC,28,2015,11,Hwata RHC,0,10.84857143,25.73285714,0
Hwata RHC,29,2015,30,Hwata RHC,0,12.01857143,27.78857143,0
Hwata RHC,30,2015,11,Hwata RHC,0,14.08142857,27.85,0
Hwata RHC,31,2015,8,Hwata RHC,0,13.26857143,27.89428571,0
Hwata RHC,32,2015,8,Hwata RHC,0,10.64,26.52857143,0
Hwata RHC,33,2015,5,Hwata RHC,0,13.19285714,29.13428571,0
Hwata RHC,34,2015,3,Hwata RHC,0,14.87428571,30.96571429,0
Hwata RHC,35,2015,4,Hwata RHC,0,15.24857143,31.17857143,0
Hwata RHC,36,2015,5,Hwata RHC,0.06,16.46714286,31.62285714,0
Hwata RHC,37,2015,10,Hwata RHC,0,17.11428571,32.66428571,0
Hwata RHC,38,2015,24,Hwata RHC,0,15.19857143,31.79285714,0
Hwata RHC,39,2015,24,Hwata RHC,0,16.88714286,33.12428571,0
Hwata RHC,40,2015,22,Hwata RHC,3.43,20.74714286,34.92571429,0
Hwata RHC,41,2015,5,Hwata RHC,0,19.51857143,35.38142857,0
Hwata RHC,42,2015,3,Hwata RHC,0.95,21.54571429,36.24571429,0
Hwata RHC,43,2015,0,Hwata RHC,0,18.78142857,34.30428571,0
Hwata RHC,44,2015,0,Hwata RHC,0,20.12714286,35.62428571,0
Hwata RHC,45,2015,0,Hwata RHC,8.25,17.15571429,32.42714286,0
Hwata RHC,46,2015,0,Hwata RHC,0.04,21.51714286,38.67142857,0
Hwata RHC,47,2015,0,Hwata RHC,19.85,22.67714286,34.42857143,0
Hwata RHC,48,2015,0,Hwata RHC,6.66,19.99285714,34.35428571,0
Hwata RHC,49,2015,0,Hwata RHC,2.74,22.12857143,36.31285714,0
Hwata RHC,50,2015,0,Hwata RHC,17.56,23.48857143,38.27,0
Hwata RHC,51,2015,0,Hwata RHC,75.61,21.33571429,28.89,0
Hwata RHC,52,2015,0,Hwata RHC,22.15,20.50857143,31.63142857,0
Hwata RHC,53,2015,0,Hwata RHC,2.2,20.29285714,34.57142857,0
Muzarabani RHC,1,2015,0,Muzarabani RHC,199.77,19.88857143,25.34571429,0
Muzarabani RHC,2,2015,5,Muzarabani RHC,13.67,18.84285714,27.03285714,0
Muzarabani RHC,3,2015,2,Muzarabani RHC,68.41,20.23428571,28.13714286,0
Muzarabani RHC,4,2015,4,Muzarabani RHC,26.81,17.16285714,27.63428571,0
Muzarabani RHC,5,2015,3,Muzarabani RHC,43.65,19.11285714,27.72142857,0
Muzarabani RHC,6,2015,9,Muzarabani RHC,48.65,20.69,27.83571429,0
Muzarabani RHC,7,2015,11,Muzarabani RHC,22.39,19.02285714,27.72571429,0
Muzarabani RHC,8,2015,0,Muzarabani RHC,12.24,18.45285714,28.47,0
Muzarabani RHC,9,2015,11,Muzarabani RHC,53.4,18.92714286,27.83857143,0
Muzarabani RHC,10,2015,17,Muzarabani RHC,41.12,15.96142857,27.14857143,0
Muzarabani RHC,11,2015,4,Muzarabani RHC,21.64,16.89,28.20142857,0
Muzarabani RHC,12,2015,10,Muzarabani RHC,0.18,17.54857143,30.10428571,0
Muzarabani RHC,13,2015,18,Muzarabani RHC,2.15,18.76857143,30.69857143,0
Muzarabani RHC,14,2015,30,Muzarabani RHC,3.65,18.14857143,29.12142857,0
Muzarabani RHC,15,2015,90,Muzarabani RHC,4.6,17.73285714,28.98,0
Muzarabani RHC,16,2015,148,Muzarabani RHC,12.63,18.16714286,28.01285714,0
Muzarabani RHC,17,2015,68,Muzarabani RHC,1.68,16.52571429,29.06142857,0
Muzarabani RHC,18,2015,117,Muzarabani RHC,0,16.33285714,30.58,0
Muzarabani RHC,19,2015,77,Muzarabani RHC,0,15.88571429,29.67,0
Muzarabani RHC,20,2015,42,Muzarabani RHC,0,15.24857143,29.8,0
Muzarabani RHC,21,2015,12,Muzarabani RHC,0,13.15142857,27.40857143,0
Muzarabani RHC,22,2015,58,Muzarabani RHC,0,13.61428571,28.22428571,0
Muzarabani RHC,23,2015,55,Muzarabani RHC,0,14.19714286,27.57285714,0
Muzarabani RHC,24,2015,38,Muzarabani RHC,0,11.52285714,25.56857143,0
Muzarabani RHC,25,2015,49,Muzarabani RHC,0,11.06428571,25.71571429,0
Muzarabani RHC,26,2015,22,Muzarabani RHC,0,12.54142857,25.96571429,0
Muzarabani RHC,27,2015,29,Muzarabani RHC,0,11.17142857,24.61714286,0
Muzarabani RHC,28,2015,22,Muzarabani RHC,0,10.84857143,25.73285714,0
Muzarabani RHC,29,2015,12,Muzarabani RHC,0,12.01857143,27.78857143,0
Muzarabani RHC,30,2015,19,Muzarabani RHC,0,14.08142857,27.85,0
Muzarabani RHC,31,2015,22,Muzarabani RHC,0,13.26857143,27.89428571,0
Muzarabani RHC,32,2015,15,Muzarabani RHC,0,10.64,26.52857143,0
Muzarabani RHC,33,2015,11,Muzarabani RHC,0,13.19285714,29.13428571,0
Muzarabani RHC,34,2015,12,Muzarabani RHC,0,14.87428571,30.96571429,0
Muzarabani RHC,35,2015,3,Muzarabani RHC,0,15.24857143,31.17857143,0
Muzarabani RHC,36,2015,15,Muzarabani RHC,0.06,16.46714286,31.62285714,0
Muzarabani RHC,37,2015,32,Muzarabani RHC,0,17.11428571,32.66428571,0
Muzarabani RHC,38,2015,32,Muzarabani RHC,0,15.19857143,31.79285714,0
Muzarabani RHC,39,2015,36,Muzarabani RHC,0,16.88714286,33.12428571,2
Muzarabani RHC,40,2015,29,Muzarabani RHC,3.43,20.74714286,34.92571429,0
Muzarabani RHC,41,2015,21,Muzarabani RHC,0,19.51857143,35.38142857,0
Muzarabani RHC,42,2015,14,Muzarabani RHC,0.95,21.54571429,36.24571429,0
Muzarabani RHC,43,2015,24,Muzarabani RHC,0,18.78142857,34.30428571,0
Muzarabani RHC,44,2015,8,Muzarabani RHC,0,20.12714286,35.62428571,0
Muzarabani RHC,45,2015,4,Muzarabani RHC,8.25,17.15571429,32.42714286,0
Muzarabani RHC,46,2015,1,Muzarabani RHC,0.04,21.51714286,38.67142857,0
Muzarabani RHC,47,2015,3,Muzarabani RHC,19.85,22.67714286,34.42857143,0
Muzarabani RHC,48,2015,5,Muzarabani RHC,6.66,19.99285714,34.35428571,0
Muzarabani RHC,49,2015,0,Muzarabani RHC,2.74,22.12857143,36.31285714,0
Muzarabani RHC,50,2015,0,Muzarabani RHC,17.56,23.48857143,38.27,0
Muzarabani RHC,51,2015,1,Muzarabani RHC,75.61,21.33571429,28.89,0
Muzarabani RHC,52,2015,0,Muzarabani RHC,22.15,20.50857143,31.63142857,0
Muzarabani RHC,53,2015,14,Muzarabani RHC,2.2,20.29285714,34.57142857,0
Nyamaridza Clinic,1,2015,0,Nyamaridza Clinic,199.77,19.88857143,25.34571429,0
Nyamaridza Clinic,2,2015,0,Nyamaridza Clinic,13.67,18.84285714,27.03285714,0
Nyamaridza Clinic,3,2015,0,Nyamaridza Clinic,68.41,20.23428571,28.13714286,0
Nyamaridza Clinic,4,2015,0,Nyamaridza Clinic,26.81,17.16285714,27.63428571,0
Nyamaridza Clinic,5,2015,0,Nyamaridza Clinic,43.65,19.11285714,27.72142857,0
Nyamaridza Clinic,6,2015,0,Nyamaridza Clinic,48.65,20.69,27.83571429,0
Nyamaridza Clinic,7,2015,0,Nyamaridza Clinic,22.39,19.02285714,27.72571429,0
Nyamaridza Clinic,8,2015,0,Nyamaridza Clinic,12.24,18.45285714,28.47,0
Nyamaridza Clinic,9,2015,0,Nyamaridza Clinic,53.4,18.92714286,27.83857143,0
Nyamaridza Clinic,10,2015,0,Nyamaridza Clinic,41.12,15.96142857,27.14857143,0
Nyamaridza Clinic,11,2015,0,Nyamaridza Clinic,21.64,16.89,28.20142857,0
Nyamaridza Clinic,12,2015,0,Nyamaridza Clinic,0.18,17.54857143,30.10428571,0
Nyamaridza Clinic,13,2015,0,Nyamaridza Clinic,2.15,18.76857143,30.69857143,0
Nyamaridza Clinic,14,2015,0,Nyamaridza Clinic,3.65,18.14857143,29.12142857,0
Nyamaridza Clinic,15,2015,0,Nyamaridza Clinic,4.6,17.73285714,28.98,0
Nyamaridza Clinic,16,2015,0,Nyamaridza Clinic,12.63,18.16714286,28.01285714,0
Nyamaridza Clinic,17,2015,0,Nyamaridza Clinic,1.68,16.52571429,29.06142857,0
Nyamaridza Clinic,18,2015,0,Nyamaridza Clinic,0,16.33285714,30.58,0
Nyamaridza Clinic,19,2015,0,Nyamaridza Clinic,0,15.88571429,29.67,0
Nyamaridza Clinic,20,2015,0,Nyamaridza Clinic,0,15.24857143,29.8,0
Nyamaridza Clinic,21,2015,0,Nyamaridza Clinic,0,13.15142857,27.40857143,0
Nyamaridza Clinic,22,2015,0,Nyamaridza Clinic,0,13.61428571,28.22428571,0
Nyamaridza Clinic,23,2015,0,Nyamaridza Clinic,0,14.19714286,27.57285714,0
Nyamaridza Clinic,24,2015,0,Nyamaridza Clinic,0,11.52285714,25.56857143,0
Nyamaridza Clinic,25,2015,0,Nyamaridza Clinic,0,11.06428571,25.71571429,0
Nyamaridza Clinic,26,2015,0,Nyamaridza Clinic,0,12.54142857,25.96571429,0
Nyamaridza Clinic,27,2015,0,Nyamaridza Clinic,0,11.17142857,24.61714286,0
Nyamaridza Clinic,28,2015,0,Nyamaridza Clinic,0,10.84857143,25.73285714,0
Nyamaridza Clinic,29,2015,0,Nyamaridza Clinic,0,12.01857143,27.78857143,0
Nyamaridza Clinic,30,2015,0,Nyamaridza Clinic,0,14.08142857,27.85,0
Nyamaridza Clinic,31,2015,0,Nyamaridza Clinic,0,13.26857143,27.89428571,0
Nyamaridza Clinic,32,2015,0,Nyamaridza Clinic,0,10.64,26.52857143,0
Nyamaridza Clinic,33,2015,0,Nyamaridza Clinic,0,13.19285714,29.13428571,0
Nyamaridza Clinic,34,2015,0,Nyamaridza Clinic,0,14.87428571,30.96571429,0
