Health Facility,Station,Year,Week,Pred_Cases,confidence_rate,confidence_pct,alert_threshold,action_threshold
Chawarura RHC,Chawarura RHC,2025,16,10,0.8896742541973408,89.0,99.45454545454545,99.45454545454545
Chawarura RHC,Chawarura RHC,2025,17,10,0.8540198189871651,85.4,112.72727272727273,112.72727272727273
Chawarura RHC,Chawarura RHC,2025,18,9,0.9501043531629774,95.0,120.54545454545455,120.54545454545455
Chawarura RHC,Chawarura RHC,2025,19,9,0.8432508769788241,84.3,99.72727272727273,99.72727272727273
Chawarura RHC,Chawarura RHC,2025,20,7,0.8847804462208466,88.5,81.0909090909091,81.0909090909091
Chawarura RHC,Chawarura RHC,2025,21,7,0.8684342558487601,86.8,57.0,57.0
Chawarura RHC,Chawarura RHC,2025,22,6,0.95231995900472,95.2,41.90909090909091,41.90909090909091
Chawarura RHC,Chawarura RHC,2025,23,5,0.9013302634744083,90.1,37.45454545454545,37.45454545454545
Chawarura RHC,Chawarura RHC,2025,24,5,0.84901535727761,84.9,24.09090909090909,24.09090909090909
Chawarura RHC,Chawarura RHC,2025,25,4,0.8243265533447266,82.4,18.545454545454547,18.545454545454547
Chawarura RHC,Chawarura RHC,2025,26,5,0.8743019739786784,87.4,12.909090909090908,12.909090909090908
Chawarura RHC,Chawarura RHC,2025,27,5,0.3,30.0,6.818181818181818,6.818181818181818
Chawarura RHC,Chawarura RHC,2025,28,4,0.7152478731595553,71.5,6.818181818181818,6.818181818181818
Chawarura RHC,Chawarura RHC,2025,29,4,0.7544928333976052,75.4,5.909090909090909,5.909090909090909
Chawarura RHC,Chawarura RHC,2025,30,4,0.5931001663208008,59.3,4.2727272727272725,4.2727272727272725
Chawarura RHC,Chawarura RHC,2025,31,4,0.40904371738433837,40.9,5.2727272727272725,5.2727272727272725
Chawarura RHC,Chawarura RHC,2025,32,4,0.4143934726715088,41.4,2.272727272727273,2.272727272727273
Chawarura RHC,Chawarura RHC,2025,33,4,0.6882543802261352,68.8,3.3636363636363638,3.3636363636363638
Chawarura RHC,Chawarura RHC,2025,34,5,0.72145916223526,72.1,5.545454545454546,5.545454545454546
Chawarura RHC,Chawarura RHC,2025,35,5,0.6277182362296364,62.8,8.272727272727273,8.272727272727273
Chawarura RHC,Chawarura RHC,2025,36,5,0.6537512063980102,65.4,8.727272727272727,8.727272727272727
Chawarura RHC,Chawarura RHC,2025,37,9,0.8298380851745604,83.0,15.545454545454545,15.545454545454545
